Product Name,Year Month,Warehouse Inventory,Inventory Cost Per Unit,Order Quantity,On time shipment rate
Glove It Women's Mod Oval Golf Glove,201505,6,0.36081,7,1.0
Titleist Pro V1x High Numbers Golf Balls,201505,0,0.22719,3,1.0
Nike Women's Legend V-Neck T-Shirt,201505,22,1.56667,12,1.0
Under Armour Kids' Mercenary Slide,201505,0,0.28879,13,0.33333333333333337
adidas Kids' F5 Messi FG Soccer Cleat,201505,3,1.96401,3,0.5
Merrell Women's Grassbow Sport Hiking Shoe,201505,0,1.43161,1,1.0
Titleist Small Wheeled Travel Cover,201505,2,0.47283,1,1.0
Perfect Fitness Perfect Rip Deck,201504,633,1.22875,403,0.6268656716417911
Nike Men's Dri-FIT Victory Golf Polo,201504,625,0.5084,344,0.4869565217391304
O'Brien Men's Neoprene Life Vest,201504,116,1.16913,329,0.47115384615384615
Nike Men's Free 5.0+ Running Shoe,201504,280,0.31749,218,0.45333333333333337
Under Armour Girls' Toddler Spine Surge Runni,201504,217,0.99378,195,0.6724137931034483
Nike Men's CJ Elite 2 TD Football Cleat,201504,98,1.21593,127,0.5511811023622047
Field & Stream Sportsman 16 Gun Fire Safe,201504,73,0.69765,87,0.5977011494252873
Pelican Sunstream 100 Kayak,201504,100,0.62622,84,0.5238095238095238
Diamondback Women's Serene Classic Comfort Bi,201504,72,1.19934,76,0.5789473684210527
ENO Atlas Hammock Straps,201504,2,1.8676,1,1.0
Nike Men's Comfort 2 Slide,201504,5,0.30869,4,1.0
adidas Youth Germany Black/Red Away Match Soc,201504,0,1.17057,9,0.5
Team Golf St. Louis Cardinals Putter Grip,201504,9,0.35395,6,0.5
LIJA Women's Eyelet Sleeveless Golf Polo,201504,5,1.87734,10,0.33333333333333337
adidas Men's F10 Messi TRX FG Soccer Cleat,201504,3,0.53537,3,0.0
Glove It Women's Imperial Golf Glove,201504,2,1.38493,3,0.0
Glove It Imperial Golf Towel,201504,10,2.05846,6,0.33333333333333337
Bridgestone e6 Straight Distance NFL Carolina,201504,13,0.14801,7,0.5
Glove It Women's Mod Oval 3-Zip Carry All Gol,201504,12,2.16831,19,0.8
Columbia Men's PFG Anchor Tough T-Shirt,201504,0,1.03759,6,1.0
Under Armour Women's Ignite Slide,201504,14,0.9055,8,0.5
Titleist Pro V1x High Numbers Personalized Go,201504,0,1.92006,3,0.0
Nike Men's Deutschland Weltmeister Winners Bl,201504,0,1.89466,3,1.0
Bridgestone e6 Straight Distance NFL San Dieg,201504,4,1.63576,2,1.0
Nike Women's Tempo Shorts,201504,5,1.05173,10,0.33333333333333337
Team Golf Texas Longhorns Putter Grip,201504,1,1.89598,10,0.75
Hirzl Women's Soffft Flex Golf Glove,201504,3,0.99956,5,1.0
Clicgear 8.0 Shoe Brush,201504,16,1.36066,14,0.6666666666666667
Hirzl Women's Hybrid Golf Glove,201504,5,2.12855,14,0.4285714285714286
Team Golf Pittsburgh Steelers Putter Grip,201504,25,1.04934,16,0.8
Top Flite Women's 2017 XL Hybrid,201504,4,1.99691,5,0.0
Glove It Urban Brick Golf Towel,201504,13,0.7826,7,1.0
Team Golf San Francisco Giants Putter Grip,201504,0,1.50938,3,0.5
Clicgear Rovic Cooler Bag,201504,2,1.75691,6,0.0
Hirzl Men's Hybrid Golf Glove,201504,0,2.06905,4,0.0
adidas Men's Germany Black Crest Away Tee,201504,12,0.56533,7,0.33333333333333337
Under Armour Women's Micro G Skulpt Running S,201504,3,2.12365,4,1.0
Under Armour Hustle Storm Medium Duffle Bag,201504,15,2.22367,16,0.33333333333333337
Under Armour Women's Ignite PIP VI Slide,201504,7,1.45152,6,0.5
Bag Boy Beverage Holder,201504,9,1.36254,5,1.0
Under Armour Men's Tech II T-Shirt,201504,7,0.92166,5,1.0
Team Golf New England Patriots Putter Grip,201504,12,0.12668,10,0.5
Bridgestone e6 Straight Distance NFL Tennesse,201504,10,0.16106,8,0.0
Titleist Pro V1x High Numbers Golf Balls,201504,1,0.99349,1,1.0
Nike Women's Legend V-Neck T-Shirt,201504,6,1.88516,5,1.0
Perfect Fitness Perfect Rip Deck,201503,542,1.45609,442,0.48571428571428577
Nike Men's Dri-FIT Victory Golf Polo,201503,11,1.85032,376,0.5365853658536586
O'Brien Men's Neoprene Life Vest,201503,589,1.65009,355,0.4918032786885246
Nike Men's Free 5.0+ Running Shoe,201503,190,1.69415,181,0.4098360655737705
Under Armour Girls' Toddler Spine Surge Runni,201503,84,1.17545,200,0.484375
Nike Men's CJ Elite 2 TD Football Cleat,201503,169,2.20751,107,0.39252336448598135
Field & Stream Sportsman 16 Gun Fire Safe,201503,153,1.42936,85,0.611764705882353
Pelican Sunstream 100 Kayak,201503,42,1.09734,68,0.6764705882352942
Diamondback Women's Serene Classic Comfort Bi,201503,97,0.77267,71,0.5774647887323944
ENO Atlas Hammock Straps,201503,2,0.37583,2,0.0
Nike Men's Comfort 2 Slide,201503,9,0.21203,6,0.5
adidas Youth Germany Black/Red Away Match Soc,201503,4,0.26442,10,0.25
LIJA Women's Eyelet Sleeveless Golf Polo,201503,3,1.50421,2,0.0
adidas Men's F10 Messi TRX FG Soccer Cleat,201503,4,1.00018,5,0.0
Glove It Women's Imperial Golf Glove,201503,10,1.8585,7,0.6666666666666667
Glove It Imperial Golf Towel,201503,2,0.39484,3,1.0
Bridgestone e6 Straight Distance NFL Carolina,201503,10,1.93574,5,1.0
Glove It Women's Mod Oval 3-Zip Carry All Gol,201503,38,2.33373,20,0.4285714285714286
Columbia Men's PFG Anchor Tough T-Shirt,201503,0,1.74362,4,1.0
Under Armour Women's Ignite Slide,201503,8,0.8197,7,0.5
Team Golf Tennessee Volunteers Putter Grip,201503,2,1.89438,4,1.0
Titleist Pro V1x High Numbers Personalized Go,201503,0,1.40449,3,0.0
Nike Men's Deutschland Weltmeister Winners Bl,201503,7,0.13223,5,0.5
Bridgestone e6 Straight Distance NFL San Dieg,201503,17,1.44088,9,0.6666666666666667
Nike Women's Tempo Shorts,201503,7,2.02657,5,1.0
Team Golf Texas Longhorns Putter Grip,201503,1,2.12182,1,1.0
Hirzl Women's Soffft Flex Golf Glove,201503,6,1.11365,5,1.0
Team Golf Pittsburgh Steelers Putter Grip,201503,1,1.53231,1,0.0
Top Flite Women's 2017 XL Hybrid,201503,5,0.10914,6,0.5
Glove It Urban Brick Golf Towel,201503,4,0.22596,3,0.0
Nike Dri-FIT Crew Sock 6 Pack,201503,11,1.11736,6,0.6666666666666667
TYR Boys' Team Digi Jammer,201503,0,0.50945,5,1.0
Team Golf San Francisco Giants Putter Grip,201503,0,1.80606,10,0.33333333333333337
Clicgear Rovic Cooler Bag,201503,1,0.18579,3,0.0
Hirzl Men's Hybrid Golf Glove,201503,5,2.26618,6,0.5
Titleist Pro V1x Golf Balls,201503,7,1.68001,7,0.0
adidas Men's Germany Black Crest Away Tee,201503,3,0.10966,12,0.75
Under Armour Women's Micro G Skulpt Running S,201503,2,2.16247,4,1.0
Under Armour Hustle Storm Medium Duffle Bag,201503,2,1.08975,4,0.5
Under Armour Women's Ignite PIP VI Slide,201503,1,0.85456,10,0.33333333333333337
Bag Boy Beverage Holder,201503,26,0.24919,17,0.6
Under Armour Men's Tech II T-Shirt,201503,1,0.3292,7,0.0
Team Golf New England Patriots Putter Grip,201503,17,1.6925,12,0.4
Under Armour Men's Compression EV SL Slide,201503,1,1.54275,10,0.5
Bridgestone e6 Straight Distance NFL Tennesse,201503,8,1.96335,5,1.0
Glove It Women's Mod Oval Golf Glove,201503,12,1.17206,7,0.5
Titleist Pro V1x High Numbers Golf Balls,201503,2,1.2162,12,1.0
Under Armour Kids' Mercenary Slide,201503,15,2.33101,8,0.0
adidas Kids' F5 Messi FG Soccer Cleat,201503,5,1.842,3,1.0
Perfect Fitness Perfect Rip Deck,201502,675,0.48195,378,0.5083333333333333
Nike Men's Dri-FIT Victory Golf Polo,201502,497,0.21604,313,0.504950495049505
O'Brien Men's Neoprene Life Vest,201502,144,2.34024,277,0.5113636363636364
Nike Men's Free 5.0+ Running Shoe,201502,97,0.82492,208,0.4029850746268657
Under Armour Girls' Toddler Spine Surge Runni,201502,155,1.40097,181,0.4426229508196722
Nike Men's CJ Elite 2 TD Football Cleat,201502,108,0.71709,100,0.43999999999999995
Field & Stream Sportsman 16 Gun Fire Safe,201502,7,1.68373,87,0.5977011494252873
Pelican Sunstream 100 Kayak,201502,32,0.12971,81,0.45679012345679015
Diamondback Women's Serene Classic Comfort Bi,201502,101,1.04647,85,0.5764705882352941
ENO Atlas Hammock Straps,201502,5,0.7349,3,1.0
Nike Men's Comfort 2 Slide,201502,2,0.98772,3,0.0
adidas Youth Germany Black/Red Away Match Soc,201502,10,2.13812,6,0.5
Team Golf St. Louis Cardinals Putter Grip,201502,6,0.14651,4,1.0
LIJA Women's Eyelet Sleeveless Golf Polo,201502,26,0.39756,21,0.5
adidas Men's F10 Messi TRX FG Soccer Cleat,201502,14,2.09926,7,0.5
Glove It Women's Imperial Golf Glove,201502,22,2.05555,12,0.6666666666666667
Glove It Imperial Golf Towel,201502,4,2.06344,6,0.5
Glove It Women's Mod Oval 3-Zip Carry All Gol,201502,13,0.99457,7,0.5
Columbia Men's PFG Anchor Tough T-Shirt,201502,10,1.78453,7,0.33333333333333337
Team Golf Tennessee Volunteers Putter Grip,201502,2,0.54687,4,0.0
Titleist Pro V1x High Numbers Personalized Go,201502,18,1.4717,15,0.5
Bridgestone e6 Straight Distance NFL San Dieg,201502,0,2.1347,3,1.0
Nike Women's Tempo Shorts,201502,11,0.55044,8,0.0
Team Golf Texas Longhorns Putter Grip,201502,19,0.58348,13,0.6
Hirzl Women's Soffft Flex Golf Glove,201502,3,1.9377,3,0.5
Clicgear 8.0 Shoe Brush,201502,4,1.9182,4,0.0
Team Golf Pittsburgh Steelers Putter Grip,201502,7,0.82031,4,1.0
Top Flite Women's 2017 XL Hybrid,201502,2,2.13078,4,0.0
Nike Dri-FIT Crew Sock 6 Pack,201502,1,0.96012,6,0.0
TYR Boys' Team Digi Jammer,201502,3,2.34477,2,0.0
Team Golf San Francisco Giants Putter Grip,201502,16,0.92187,15,0.5
Clicgear Rovic Cooler Bag,201502,4,1.56991,2,1.0
Hirzl Men's Hybrid Golf Glove,201502,4,1.95226,4,0.5
adidas Men's Germany Black Crest Away Tee,201502,4,0.55563,2,0.0
Titleist Pro V1 High Numbers Personalized Gol,201502,17,1.75201,10,0.5
Under Armour Women's Micro G Skulpt Running S,201502,1,1.76353,1,1.0
Under Armour Hustle Storm Medium Duffle Bag,201502,4,1.9641,2,0.0
Under Armour Women's Ignite PIP VI Slide,201502,4,1.46111,4,0.6666666666666667
Bag Boy Beverage Holder,201502,0,0.89859,6,0.0
Under Armour Men's Tech II T-Shirt,201502,3,0.86486,2,1.0
Team Golf New England Patriots Putter Grip,201502,1,1.19017,2,1.0
Under Armour Men's Compression EV SL Slide,201502,8,1.47858,6,0.0
Bridgestone e6 Straight Distance NFL Tennesse,201502,4,1.10929,2,0.0
Titleist Pro V1x High Numbers Golf Balls,201502,4,0.62682,3,0.5
Nike Women's Legend V-Neck T-Shirt,201502,1,0.81887,5,1.0
Under Armour Kids' Mercenary Slide,201502,6,0.52345,4,1.0
adidas Kids' F5 Messi FG Soccer Cleat,201502,3,0.56045,3,0.0
Bag Boy M330 Push Cart,201502,2,1.6874,3,1.0
Cleveland Golf Collegiate My Custom Wedge 588,201502,1,1.93824,1,0.0
Perfect Fitness Perfect Rip Deck,201501,254,0.49486,456,0.45033112582781454
Nike Men's Dri-FIT Victory Golf Polo,201501,164,2.03051,312,0.4107142857142857
O'Brien Men's Neoprene Life Vest,201501,442,2.34227,400,0.472
Nike Men's Free 5.0+ Running Shoe,201501,18,2.25689,244,0.32530120481927716
Under Armour Girls' Toddler Spine Surge Runni,201501,381,0.85855,203,0.5161290322580645
Nike Men's CJ Elite 2 TD Football Cleat,201501,6,1.00147,104,0.5288461538461539
Field & Stream Sportsman 16 Gun Fire Safe,201501,141,0.9849,94,0.4787234042553191
Pelican Sunstream 100 Kayak,201501,132,2.03202,86,0.5348837209302326
Diamondback Women's Serene Classic Comfort Bi,201501,82,0.71179,74,0.5540540540540541
ENO Atlas Hammock Straps,201501,20,0.2002,14,0.5
Nike Men's Comfort 2 Slide,201501,19,0.93599,11,0.0
adidas Youth Germany Black/Red Away Match Soc,201501,23,0.54268,12,0.6666666666666667
LIJA Women's Eyelet Sleeveless Golf Polo,201501,1,0.87969,5,0.5
Glove It Women's Imperial Golf Glove,201501,1,1.40017,5,0.0
Bridgestone e6 Straight Distance NFL Carolina,201501,20,1.12155,12,0.4
Glove It Women's Mod Oval 3-Zip Carry All Gol,201501,14,0.34936,14,0.5
Under Armour Women's Ignite Slide,201501,18,2.23827,14,1.0
Team Golf Tennessee Volunteers Putter Grip,201501,2,2.33309,1,1.0
Titleist Pro V1x High Numbers Personalized Go,201501,1,1.33024,4,1.0
Nike Men's Deutschland Weltmeister Winners Bl,201501,5,0.43818,8,0.33333333333333337
Bridgestone e6 Straight Distance NFL San Dieg,201501,4,1.05527,5,0.0
Nike Women's Tempo Shorts,201501,43,2.30847,23,0.2857142857142857
Team Golf Texas Longhorns Putter Grip,201501,5,1.40046,4,1.0
Hirzl Women's Soffft Flex Golf Glove,201501,0,0.84923,14,0.0
Clicgear 8.0 Shoe Brush,201501,0,0.98187,5,1.0
Hirzl Women's Hybrid Golf Glove,201501,13,1.34994,7,0.5
Team Golf Pittsburgh Steelers Putter Grip,201501,10,2.19138,6,0.33333333333333337
Top Flite Women's 2017 XL Hybrid,201501,0,1.64198,5,0.5
Glove It Urban Brick Golf Towel,201501,3,0.52212,11,0.6666666666666667
Nike Dri-FIT Crew Sock 6 Pack,201501,10,0.11833,10,1.0
Team Golf San Francisco Giants Putter Grip,201501,1,0.38757,3,1.0
Clicgear Rovic Cooler Bag,201501,2,0.30602,2,1.0
Hirzl Men's Hybrid Golf Glove,201501,4,1.30754,5,0.0
Titleist Pro V1x Golf Balls,201501,7,2.23933,5,0.0
Titleist Pro V1 High Numbers Personalized Gol,201501,0,0.96531,8,0.6666666666666667
Under Armour Women's Micro G Skulpt Running S,201501,0,0.67397,4,1.0
Under Armour Hustle Storm Medium Duffle Bag,201501,8,1.3786,5,0.5
Bag Boy Beverage Holder,201501,17,1.7766,13,0.75
Under Armour Men's Tech II T-Shirt,201501,4,0.80114,6,0.33333333333333337
Under Armour Men's Compression EV SL Slide,201501,2,1.85115,2,1.0
Bridgestone e6 Straight Distance NFL Tennesse,201501,10,0.94232,5,1.0
Glove It Women's Mod Oval Golf Glove,201501,1,1.484,5,0.5
Titleist Pro V1x High Numbers Golf Balls,201501,4,1.28679,2,1.0
Nike Women's Legend V-Neck T-Shirt,201501,7,0.17007,4,1.0
Under Armour Kids' Mercenary Slide,201501,3,1.53803,3,0.0
adidas Kids' F5 Messi FG Soccer Cleat,201501,1,0.75615,2,0.0
MDGolf Pittsburgh Penguins Putter,201501,8,1.70167,4,0.0
Merrell Men's All Out Flash Trail Running Sho,201501,1,1.96893,1,0.0
Polar Loop Activity Tracker,201501,1,0.88259,1,0.0
